,Case,Columns,Vectorizer,k,Direction,Exact,Recall,Precision,Time
271,D8,2,xlnet,5,i2q,exact,0.205158264947245,0.001585575790522787,0.9863488674163818
272,D8,2,xlnet,10,i2q,exact,0.2403282532239156,0.000928694391591918,1.919701099395752
273,D8,2,albert,1,i2q,exact,0.23446658851113716,0.00906043308870164,0.29964518547058105
274,D8,2,albert,5,i2q,exact,0.369284876905041,0.0028540364229410167,0.9617931842803955
275,D8,2,albert,10,i2q,exact,0.41617819460726846,0.001608226873244541,1.907726526260376
276,D8,2,smpnet,1,i2q,exact,0.8604923798358733,0.03325178943553502,0.29346537590026855
277,D8,2,smpnet,5,i2q,exact,0.9683470105509965,0.007483917731267555,0.9844424724578857
278,D8,2,smpnet,10,i2q,exact,0.9800703399765534,0.0037872610310772854,1.9586377143859863
279,D8,2,st5,1,i2q,exact,0.8933177022274326,0.03452025006795325,0.30768680572509766
280,D8,2,st5,5,i2q,exact,0.9929660023446659,0.007674186826130289,0.9836075305938721
281,D8,2,st5,10,i2q,exact,0.9953106682297772,0.0038461538461538464,1.923065423965454
282,D8,2,sdistilroberta,1,i2q,exact,0.8686987104337632,0.03356890459363958,0.30956339836120605
283,D8,2,sdistilroberta,5,i2q,exact,0.9742086752637749,0.007529219896711062,1.037254810333252
284,D8,2,sdistilroberta,10,i2q,exact,0.9859320046893317,0.0038099121137990396,1.9693806171417236
285,D8,2,sminilm,1,i2q,exact,0.8675263774912075,0.03352360242819607,0.27514195442199707
286,D8,2,sminilm,5,i2q,exact,0.981242672919109,0.007583582495243273,0.9665210247039795
287,D8,2,sminilm,10,i2q,exact,0.9871043376318874,0.0038144423303433906,1.8847510814666748
288,D9,2,word2vec,1,i2q,exact,0.4948006932409012,0.018613596727136406,0.7000741958618164
289,D9,2,word2vec,5,i2q,exact,0.5996533795493935,0.004511596824931136,2.7423150539398193
290,D9,2,word2vec,10,i2q,exact,0.6429809358752167,0.002418789627239092,5.373388051986694
291,D9,2,fasttext,1,i2q,exact,0.8054592720970537,0.030300066826398058,0.8138046264648438
292,D9,2,fasttext,5,i2q,exact,0.8812824956672444,0.006630482616986944,2.7411954402923584
