,Case,Columns,Vectorizer,k,Direction,Exact,Recall,Precision,Time
207,D1,1,roberta,1,i2q,approx,0.12359550561797752,0.004875886524822695,0.031404733657836914
208,D1,1,roberta,5,q2i,exact,0.23595505617977527,0.012389380530973451,0.010634899139404297
209,D1,1,roberta,5,i2q,exact,0.6179775280898876,0.004875886524822695,0.02314925193786621
210,D1,1,roberta,5,q2i,approx,0.10112359550561797,0.005309734513274336,0.16528058052062988
211,D1,1,roberta,5,i2q,approx,0.20224719101123595,0.0015957446808510637,0.030998945236206055
212,D1,1,roberta,10,q2i,exact,0.3146067415730337,0.008259587020648967,0.012759208679199219
213,D1,1,roberta,10,i2q,exact,0.6853932584269663,0.002703900709219858,0.03202342987060547
214,D1,1,roberta,10,q2i,approx,0.1348314606741573,0.0035398230088495575,0.1679830551147461
215,D1,1,roberta,10,i2q,approx,0.21348314606741572,0.0008421985815602837,0.03521299362182617
216,D1,1,xlnet,1,q2i,exact,0.033707865168539325,0.008849557522123894,0.012614011764526367
217,D1,1,xlnet,1,i2q,exact,0.23595505617977527,0.009308510638297872,0.01578235626220703
218,D1,1,xlnet,1,q2i,approx,0.0449438202247191,0.011799410029498525,0.16479921340942383
219,D1,1,xlnet,1,i2q,approx,0.23595505617977527,0.009308510638297872,0.030225276947021484
220,D1,1,xlnet,5,q2i,exact,0.12359550561797752,0.006489675516224189,0.010633230209350586
221,D1,1,xlnet,5,i2q,exact,0.30337078651685395,0.0023936170212765957,0.022480010986328125
222,D1,1,xlnet,5,q2i,approx,0.12359550561797752,0.006489675516224189,0.1660935878753662
223,D1,1,xlnet,5,i2q,approx,0.30337078651685395,0.0023936170212765957,0.03127121925354004
224,D1,1,xlnet,10,q2i,exact,0.16853932584269662,0.004424778761061947,0.012652397155761719
225,D1,1,xlnet,10,i2q,exact,0.3707865168539326,0.0014627659574468085,0.0325014591217041
226,D1,1,xlnet,10,q2i,approx,0.16853932584269662,0.004424778761061947,0.16572141647338867
227,D1,1,xlnet,10,i2q,approx,0.3707865168539326,0.0014627659574468085,0.03379201889038086
228,D1,1,albert,1,q2i,exact,0.0,0.0,0.012740612030029297
229,D1,1,albert,1,i2q,exact,0.12359550561797752,0.004875886524822695,0.01643991470336914
230,D1,1,albert,1,q2i,approx,0.0,0.0,0.16310930252075195
231,D1,1,albert,1,i2q,approx,0.12359550561797752,0.004875886524822695,0.03244137763977051
232,D1,1,albert,5,q2i,exact,0.056179775280898875,0.0029498525073746312,0.012615442276000977
233,D1,1,albert,5,i2q,exact,0.25842696629213485,0.0020390070921985815,0.023541927337646484
234,D1,1,albert,5,q2i,approx,0.056179775280898875,0.0029498525073746312,0.16639161109924316
235,D1,1,albert,5,i2q,approx,0.25842696629213485,0.0020390070921985815,0.03299117088317871
236,D1,1,albert,10,q2i,exact,0.06741573033707865,0.0017699115044247787,0.014854192733764648
237,D1,1,albert,10,i2q,exact,0.3258426966292135,0.0012854609929078013,0.03434467315673828
238,D1,1,albert,10,q2i,approx,0.06741573033707865,0.0017699115044247787,0.16849589347839355
239,D1,1,albert,10,i2q,approx,0.3258426966292135,0.0012854609929078013,0.03474259376525879
240,D1,1,smpnet,1,q2i,exact,0.0449438202247191,0.011799410029498525,0.011443376541137695
241,D1,1,smpnet,1,i2q,exact,0.5617977528089888,0.022163120567375887,0.015313863754272461
242,D1,1,smpnet,1,q2i,approx,0.0449438202247191,0.011799410029498525,0.14817309379577637
243,D1,1,smpnet,1,i2q,approx,0.5617977528089888,0.022163120567375887,0.02861952781677246
244,D1,1,smpnet,5,q2i,exact,0.2247191011235955,0.011799410029498525,0.010297775268554688
245,D1,1,smpnet,5,i2q,exact,0.8202247191011236,0.006471631205673759,0.023229122161865234
246,D1,1,smpnet,5,q2i,approx,0.2247191011235955,0.011799410029498525,0.1512753963470459
247,D1,1,smpnet,5,i2q,approx,0.8202247191011236,0.006471631205673759,0.02814650535583496
248,D1,1,smpnet,10,q2i,exact,0.3595505617977528,0.00943952802359882,0.01263284683227539
249,D1,1,smpnet,10,i2q,exact,0.8539325842696629,0.003368794326241135,0.033437490463256836
250,D1,1,smpnet,10,q2i,approx,0.34831460674157305,0.009144542772861357,0.1508045196533203
