Case,Columns,Vectorizer,Recall,Precision,F1,Matching Time,#Results,Delta
D1,2,smpnet,0.9662921348314607,0.2819672131147541,0.43654822335025384,0.3160820007324219,305,0.4999999999999996
D1,2,smpnet,0.9662921348314607,0.2536873156342183,0.4018691588785048,0.5153176784515381,339,0.4499999999999996
D1,2,st5,0.0,0.0,0.0,0.0003414154052734375,73,0.95
D1,2,st5,0.20224719101123595,0.1836734693877551,0.1925133689839572,0.00042891502380371094,98,0.8999999999999999
D1,2,st5,0.5056179775280899,0.3409090909090909,0.40723981900452483,0.0005478858947753906,132,0.8499999999999999
D1,2,st5,0.6179775280898876,0.3618421052631579,0.45643153526970953,0.0006458759307861328,152,0.7999999999999998
D1,2,st5,0.797752808988764,0.39444444444444443,0.5278810408921933,0.0009868144989013672,180,0.7499999999999998
D1,2,st5,0.8876404494382022,0.39303482587064675,0.5448275862068964,0.0019075870513916016,201,0.6999999999999997
D1,2,st5,0.9887640449438202,0.4,0.56957928802589,0.004967689514160156,220,0.6499999999999997
D1,2,st5,0.9887640449438202,0.38095238095238093,0.55,0.031355857849121094,231,0.5999999999999996
D1,2,st5,0.9887640449438202,0.35772357723577236,0.5253731343283582,0.2704658508300781,246,0.5499999999999996
D1,2,st5,0.9887640449438202,0.25958702064896755,0.4112149532710281,0.47644495964050293,339,0.4999999999999996
D1,2,sdistilroberta,0.0,0.0,0.0,0.0003504753112792969,73,0.95
D1,2,sdistilroberta,0.0,0.0,0.0,0.0003635883331298828,73,0.8999999999999999
D1,2,sdistilroberta,0.033707865168539325,0.03896103896103896,0.03614457831325301,0.00038814544677734375,77,0.8499999999999999
D1,2,sdistilroberta,0.24719101123595505,0.205607476635514,0.22448979591836737,0.0005097389221191406,107,0.7999999999999998
D1,2,sdistilroberta,0.5056179775280899,0.30612244897959184,0.3813559322033898,0.0007421970367431641,147,0.7499999999999998
D1,2,sdistilroberta,0.7191011235955056,0.3657142857142857,0.48484848484848486,0.0018308162689208984,175,0.6999999999999997
D1,2,sdistilroberta,0.8539325842696629,0.3838383838383838,0.5296167247386759,0.0066242218017578125,198,0.6499999999999997
D1,2,sdistilroberta,0.9213483146067416,0.3778801843317972,0.5359477124183006,0.019631385803222656,217,0.5999999999999996
D1,2,sdistilroberta,0.9438202247191011,0.36681222707423583,0.5283018867924528,0.06629252433776855,229,0.5499999999999996
D1,2,sdistilroberta,0.9438202247191011,0.30324909747292417,0.4590163934426229,0.26953577995300293,277,0.4999999999999996
D1,2,sdistilroberta,0.9438202247191011,0.24778761061946902,0.3925233644859813,0.5405831336975098,339,0.4499999999999996
D1,2,sminilm,0.0,0.0,0.0,0.00033164024353027344,73,0.95
D1,2,sminilm,0.0,0.0,0.0,0.00036025047302246094,76,0.8999999999999999
D1,2,sminilm,0.056179775280898875,0.060240963855421686,0.05813953488372093,0.0003857612609863281,83,0.8499999999999999
D1,2,sminilm,0.5056179775280899,0.3333333333333333,0.40178571428571425,0.0005464553833007812,135,0.7999999999999998
D1,2,sminilm,0.7640449438202247,0.40476190476190477,0.5291828793774319,0.0007808208465576172,168,0.7499999999999998
D1,2,sminilm,0.8539325842696629,0.40641711229946526,0.5507246376811594,0.0012502670288085938,187,0.6999999999999997
D1,2,sminilm,0.8764044943820225,0.39195979899497485,0.5416666666666666,0.0030705928802490234,199,0.6499999999999997
D1,2,sminilm,0.9325842696629213,0.38967136150234744,0.5496688741721855,0.010598897933959961,213,0.5999999999999996
D1,2,sminilm,0.9887640449438202,0.3728813559322034,0.5415384615384614,0.0440516471862793,236,0.5499999999999996
D1,2,sminilm,0.9887640449438202,0.3235294117647059,0.4875346260387812,0.22618794441223145,272,0.4999999999999996
D1,2,sminilm,0.9887640449438202,0.25958702064896755,0.4112149532710281,0.4166688919067383,339,0.4499999999999996
D2,2,word2vec,0.0,0.0,0.0,0.0001277923583984375,0,0.95
D2,2,word2vec,0.0,0.0,0.0,0.00013375282287597656,0,0.8999999999999999
D2,2,word2vec,0.0,0.0,0.0,0.00013685226440429688,0,0.8499999999999999
D2,2,word2vec,0.0,0.0,0.0,0.0001399517059326172,0,0.7999999999999998
D2,2,word2vec,0.0,0.0,0.0,0.00014209747314453125,0,0.7499999999999998
D2,2,word2vec,0.0009293680297397769,1.0,0.0018570102135561746,0.0001537799835205078,1,0.6999999999999997
D2,2,word2vec,0.006505576208178439,0.875,0.012915129151291513,0.0001900196075439453,8,0.6499999999999997
D2,2,word2vec,0.040892193308550186,0.5789473684210527,0.0763888888888889,0.0010707378387451172,76,0.5999999999999996
D2,2,word2vec,0.09851301115241635,0.5247524752475248,0.16588419405320812,0.006802797317504883,202,0.5499999999999996
D2,2,word2vec,0.19609665427509293,0.45376344086021503,0.27384815055158984,0.034247636795043945,465,0.4999999999999996
D2,2,word2vec,0.27230483271375466,0.40751043115438107,0.3264623955431755,0.19507980346679688,719,0.4499999999999996
D2,2,word2vec,0.2992565055762082,0.3654937570942111,0.32907511497189573,0.9411265850067139,881,0.39999999999999963
D2,2,word2vec,0.32342007434944237,0.3540183112919634,0.33802816901408456,1.9383339881896973,983,0.34999999999999964
D2,2,word2vec,0.32620817843866173,0.33685220729366605,0.33144475920679883,2.452615737915039,1042,0.29999999999999966
D2,2,word2vec,0.3271375464684015,0.3295880149812734,0.32835820895522383,2.56057071685791,1068,0.24999999999999967
D2,2,word2vec,0.3271375464684015,0.3271375464684015,0.3271375464684015,2.579387903213501,1076,0.19999999999999968
D2,2,fasttext,0.0,0.0,0.0,0.0001862049102783203,0,0.95
D2,2,fasttext,0.0,0.0,0.0,0.0001926422119140625,0,0.8999999999999999
D2,2,fasttext,0.0,0.0,0.0,0.0001957416534423828,0,0.8499999999999999
D2,2,fasttext,0.0,0.0,0.0,0.0001983642578125,0,0.7999999999999998
D2,2,fasttext,0.004646840148698885,0.8333333333333334,0.009242144177449169,0.0002338886260986328,6,0.7499999999999998
D2,2,fasttext,0.026022304832713755,0.5714285714285714,0.04977777777777778,0.00063323974609375,49,0.6999999999999997
D2,2,fasttext,0.10594795539033457,0.4634146341463415,0.17246596066565809,0.010073661804199219,246,0.6499999999999997
D2,2,fasttext,0.24349442379182157,0.4288052373158756,0.3106105512744517,0.16282176971435547,611,0.5999999999999996
D2,2,fasttext,0.2983271375464684,0.3844311377245509,0.3359497645211931,0.9276406764984131,835,0.5499999999999996
D2,2,fasttext,0.31133828996282525,0.3446502057613169,0.3271484375,1.9667997360229492,972,0.4999999999999996
D2,2,fasttext,0.3131970260223048,0.31973434535104367,0.31643192488262917,2.465134382247925,1054,0.4499999999999996
D2,2,fasttext,0.3131970260223048,0.3149532710280374,0.31407269338303817,2.564171314239502,1070,0.39999999999999963
D2,2,fasttext,0.3131970260223048,0.31348837209302327,0.31334263133426316,2.5841448307037354,1075,0.34999999999999964
D2,2,fasttext,0.3131970260223048,0.3131970260223048,0.3131970260223048,2.5843136310577393,1076,0.29999999999999966
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.0002028942108154297,1,0.95
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.0002117156982421875,1,0.8999999999999999
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.00021529197692871094,1,0.8499999999999999
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.0002186298370361328,1,0.7999999999999998
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.00022172927856445312,1,0.7499999999999998
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.00022482872009277344,1,0.6999999999999997
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.00022792816162109375,1,0.6499999999999997
D2,2,glove,0.0009293680297397769,1.0,0.0018570102135561746,0.00023102760314941406,1,0.5999999999999996
D2,2,glove,0.0018587360594795538,1.0,0.0037105751391465678,0.0002377033233642578,2,0.5499999999999996
D2,2,glove,0.0055762081784386614,1.0,0.011090573012939,0.0002532005310058594,6,0.4999999999999996
D2,2,glove,0.017657992565055763,0.5588235294117647,0.03423423423423424,0.0005993843078613281,34,0.4499999999999996
D2,2,glove,0.05204460966542751,0.5137614678899083,0.09451476793248947,0.0031061172485351562,109,0.39999999999999963
D2,2,glove,0.14405204460966542,0.4783950617283951,0.22142857142857142,0.01698899269104004,324,0.34999999999999964
D2,2,glove,0.27973977695167285,0.4574468085106383,0.34717416378316024,0.09890103340148926,658,0.29999999999999966
D2,2,glove,0.3475836431226766,0.40608034744842564,0.3745618427641462,0.7257778644561768,921,0.24999999999999967
D2,2,glove,0.3652416356877323,0.3837890625,0.3742857142857142,2.128648519515991,1024,0.19999999999999968
D2,2,glove,0.36988847583643125,0.372310570626754,0.3710955710955711,2.5338170528411865,1069,0.1499999999999997
D2,2,glove,0.36988847583643125,0.36988847583643125,0.3698884758364312,2.5528931617736816,1076,0.09999999999999969
D2,2,bert,0.0,0.0,0.0,0.00019407272338867188,0,0.95
D2,2,bert,0.0,0.0,0.0,0.0002014636993408203,0,0.8999999999999999
D2,2,bert,0.0,0.0,0.0,0.00020432472229003906,0,0.8499999999999999
D2,2,bert,0.0,0.0,0.0,0.0002067089080810547,0,0.7999999999999998
