,Case,Columns,Vectorizer,k,Direction,Exact,Precision,Recall,F1,Time
26,D1,2,sdistilroberta,10,both,exact,0.003716230322769218,1.0,0.007404942174889759,0.243483304977417
27,D1,2,sminilm,1,right,exact,0.25958702064896755,0.9887640449438202,0.4112149532710281,0.043630123138427734
28,D1,2,sminilm,1,left,exact,0.03945035460992908,1.0,0.07590618336886994,0.043630123138427734
29,D1,2,sminilm,1,both,exact,0.03745791245791246,1.0,0.072210953346856,0.043630123138427734
30,D1,2,sminilm,5,right,exact,0.05191740412979351,0.9887640449438202,0.09865470852017938,0.1310737133026123
31,D1,2,sminilm,5,left,exact,0.007890070921985815,1.0,0.015656610080042217,0.1310737133026123
32,D1,2,sminilm,5,both,exact,0.007467069385015522,1.0,0.014823451032644902,0.1310737133026123
33,D1,2,sminilm,10,right,exact,0.025958702064896755,0.9887640449438202,0.0505892497844208,0.2436075210571289
34,D1,2,sminilm,10,left,exact,0.003945035460992907,1.0,0.007859066625458077,0.2436075210571289
35,D1,2,sminilm,10,both,exact,0.003745160747348931,1.0,0.00746237370561355,0.2436075210571289
36,D2,2,smpnet,1,right,exact,0.5947955390334573,0.5947955390334573,0.5947955390334573,0.03241610527038574
37,D2,2,smpnet,1,left,exact,0.662639405204461,0.662639405204461,0.662639405204461,0.03241610527038574
38,D2,2,smpnet,1,both,exact,0.533205619412516,0.7760223048327137,0.6320968962906889,0.03241610527038574
39,D2,2,smpnet,5,right,exact,0.17602230483271375,0.8801115241635687,0.2933705080545229,0.10491609573364258
40,D2,2,smpnet,5,left,exact,0.18308550185873607,0.9154275092936803,0.3051425030978934,0.10491609573364258
41,D2,2,smpnet,5,both,exact,0.13237391417088032,0.9488847583643123,0.23233587438844006,0.10491609573364258
42,D2,2,smpnet,10,right,exact,0.09330855018587361,0.9330855018587361,0.1696519094288611,0.2006232738494873
43,D2,2,smpnet,10,left,exact,0.09618959107806692,0.9618959107806692,0.17489016559648532,0.2006232738494873
44,D2,2,smpnet,10,both,exact,0.06909927679158448,0.9767657992565055,0.12906791108927912,0.2006232738494873
45,D2,2,st5,1,right,exact,0.6552044609665427,0.6552044609665427,0.6552044609665427,0.031080007553100586
46,D2,2,st5,1,left,exact,0.699814126394052,0.699814126394052,0.699814126394052,0.031080007553100586
47,D2,2,st5,1,both,exact,0.5798934753661784,0.8094795539033457,0.6757176105508146,0.031080007553100586
48,D2,2,st5,5,right,exact,0.18345724907063196,0.9172862453531598,0.30576208178438663,0.10655879974365234
49,D2,2,st5,5,left,exact,0.18605947955390334,0.9302973977695167,0.3100991325898389,0.10655879974365234
50,D2,2,st5,5,both,exact,0.13920645595158038,0.9618959107806692,0.24321466337680653,0.10655879974365234
51,D2,2,st5,10,right,exact,0.09581784386617101,0.95817843866171,0.17421426157485637,0.2218313217163086
52,D2,2,st5,10,left,exact,0.09693308550185874,0.9693308550185874,0.17624197363974314,0.2218313217163086
53,D2,2,st5,10,both,exact,0.07116357504215852,0.9804832713754646,0.13269605685177033,0.2218313217163086
54,D2,2,sdistilroberta,1,right,exact,0.6663568773234201,0.6663568773234201,0.6663568773234201,0.03592109680175781
55,D2,2,sdistilroberta,1,left,exact,0.7267657992565055,0.7267657992565055,0.7267657992565054,0.03592109680175781
56,D2,2,sdistilroberta,1,both,exact,0.5947403910991234,0.8197026022304833,0.6893317702227432,0.03592109680175781
57,D2,2,sdistilroberta,5,right,exact,0.17732342007434945,0.8866171003717472,0.2955390334572491,0.12033390998840332
58,D2,2,sdistilroberta,5,left,exact,0.1879182156133829,0.9395910780669146,0.3131970260223048,0.12033390998840332
59,D2,2,sdistilroberta,5,both,exact,0.13588442014837954,0.9702602230483272,0.23838337709784224,0.12033390998840332
60,D2,2,sdistilroberta,10,right,exact,0.09395910780669145,0.9395910780669146,0.17083474146671174,0.20214056968688965
61,D2,2,sdistilroberta,10,left,exact,0.09684014869888476,0.9684014869888475,0.17607299763433593,0.20214056968688965
62,D2,2,sdistilroberta,10,both,exact,0.06874796747967479,0.9823420074349443,0.12850282657589207,0.20214056968688965
63,D2,2,sminilm,1,right,exact,0.6152416356877324,0.6152416356877324,0.6152416356877324,0.03562188148498535
64,D2,2,sminilm,1,left,exact,0.6765799256505576,0.6765799256505576,0.6765799256505576,0.03562188148498535
65,D2,2,sminilm,1,both,exact,0.546875,0.7806691449814126,0.6431852986217458,0.03562188148498535
66,D2,2,sminilm,5,right,exact,0.17527881040892193,0.8763940520446096,0.29213135068153656,0.12020540237426758
67,D2,2,sminilm,5,left,exact,0.18345724907063196,0.9172862453531598,0.30576208178438663,0.12020540237426758
68,D2,2,sminilm,5,both,exact,0.1332470892626132,0.9572490706319703,0.23393141040199866,0.12020540237426758
69,D2,2,sminilm,10,right,exact,0.09442379182156134,0.9442379182156134,0.1716796214937479,0.20345664024353027
70,D2,2,sminilm,10,left,exact,0.09656133828996283,0.9656133828996283,0.17556606961811422,0.20345664024353027
71,D2,2,sminilm,10,both,exact,0.06802239526353047,0.9823420074349443,0.12723442672284083,0.20345664024353027
72,D3,2,smpnet,1,right,exact,0.465288035450517,0.57116953762466,0.5128205128205129,0.07001423835754395
73,D3,2,smpnet,1,left,exact,0.24021059559065483,0.6618313689936537,0.35248672139063253,0.07001423835754395
74,D3,2,smpnet,1,both,exact,0.24057142857142857,0.7633726201269265,0.3658483597653704,0.07001423835754395
75,D3,2,smpnet,5,right,exact,0.138109305760709,0.8476881233000907,0.23752064016258098,0.24122834205627441
76,D3,2,smpnet,5,left,exact,0.06620598881210925,0.9120580235720761,0.12345073015093877,0.24122834205627441
77,D3,2,smpnet,5,both,exact,0.05984488945479801,0.9374433363553943,0.11250748055056851,0.24122834205627441
78,D3,2,smpnet,10,right,exact,0.07451994091580502,0.914777878513146,0.13781328962644268,0.42288994789123535
79,D3,2,smpnet,10,left,exact,0.034188877920368545,0.9419764279238441,0.06598291683866257,0.42288994789123535
80,D3,2,smpnet,10,both,exact,0.03074214126952054,0.9655485040797824,0.05958708666703967,0.42288994789123535
81,D3,2,st5,1,right,exact,0.45790251107828656,0.5621033544877606,0.5046805046805047,0.07352447509765625
82,D3,2,st5,1,left,exact,0.23000987166831194,0.6337262012692656,0.33751810719459197,0.07352447509765625
83,D3,2,st5,1,both,exact,0.2291904218928164,0.728921124206709,0.34873129472999354,0.07352447509765625
84,D3,2,st5,5,right,exact,0.13707533234859676,0.8413417951042611,0.23574241077098945,0.22584986686706543
85,D3,2,st5,5,left,exact,0.06436327739387956,0.886672710788758,0.1200147257332188,0.22584986686706543
86,D3,2,st5,5,both,exact,0.05835528576337189,0.9238440616500453,0.10977646108268248,0.22584986686706543
87,D3,2,st5,10,right,exact,0.07348596750369277,0.9020852221214869,0.13590111315987163,0.4129354953765869
88,D3,2,st5,10,left,exact,0.03339914445541296,0.9202175883952856,0.06445876861524784,0.4129354953765869
89,D3,2,st5,10,both,exact,0.029966735489791237,0.9474161378059837,0.058095899930507296,0.4129354953765869
90,D3,2,sdistilroberta,1,right,exact,0.4460856720827179,0.5475974614687217,0.49165649165649167,0.0751492977142334
91,D3,2,sdistilroberta,1,left,exact,0.22375781507074696,0.6165004533091568,0.32834379526798646,0.0751492977142334
92,D3,2,sdistilroberta,1,both,exact,0.2191314220834516,0.699909338168631,0.33376567228707305,0.0751492977142334
93,D3,2,sdistilroberta,5,right,exact,0.13382570162481536,0.8213961922030825,0.23015368982598755,0.22574949264526367
94,D3,2,sdistilroberta,5,left,exact,0.06284962158604804,0.8658204895738894,0.11719229353294883,0.22574949264526367
95,D3,2,sdistilroberta,5,both,exact,0.0574085768413801,0.9066183136899365,0.1079796998164345,0.22574949264526367
96,D3,2,sdistilroberta,10,right,exact,0.07230428360413589,0.8875793291024479,0.13371576862664752,0.41460752487182617
